areaname,state_name,county_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,total_pop
McIntosh County,Georgia,McIntosh County,10898,11087,10919,10935,10969,10907,11123,11453,11480,11378,8634
Wayne County,Illinois,Wayne County,17124,17026,16914,16791,16673,16640,16504,16594,16495,16294,17241
Winneshiek County,Iowa,Winneshiek County,21284,21236,21123,20896,20894,20871,20784,20824,20711,20629,20847
Sumner County,Kansas,Sumner County,25947,25631,25352,25011,24834,24404,24038,23757,23668,23488,25841
Pendleton County,Kentucky,Pendleton County,14488,14613,14721,14848,14849,14929,15026,14988,14926,14887,12062
Wayne County,North Carolina,Wayne County,113297,112952,112804,112777,113569,113221,112697,113300,113419,113811,104666
Hall County,Texas,Hall County,3762,3756,3712,3692,3658,3600,3564,3410,3376,3327,3905
Washington County,Virginia,Washington County,51148,51204,51259,51291,51561,51920,52088,52783,52927,53018,45887
Macon County,Georgia,Macon County,14035,14061,13978,13867,13728,13525,13469,13354,13303,13336,13114
White County,Illinois,White County,15328,15264,15100,14948,15010,14975,14826,14674,14726,14661,16522
Woodbury County,Iowa,Woodbury County,103822,103311,102981,102441,102330,101211,101427,101382,101971,102831,98276
Thomas County,Kansas,Thomas County,8176,8120,8031,7905,7745,7554,7471,7387,7344,7343,8258
Perry County,Kentucky,Perry County,29287,29197,29319,29327,29245,29111,29139,29149,29140,29136,30283
Wilkes County,North Carolina,Wilkes County,65778,66330,66518,66577,66311,66405,66467,66662,66725,66555,59393
Hamilton County,Texas,Hamilton County,8233,8112,7960,8060,7965,7992,8064,8073,8082,8043,7733
Westmoreland County,Virginia,Westmoreland County,16690,16590,16627,16838,16798,16914,17018,17332,17564,17686,15480
Petersburg Census Area,Alaska,Petersburg Census Area,4248,4198,4087,3995,4051,3956,3876,3888,3816,3773,
Madison County,Georgia,Madison County,25856,26105,26586,26929,26932,27203,27451,27780,28009,28232,21050
Whiteside County,Illinois,Whiteside County,60631,60557,60092,59546,59433,59175,59135,58972,59050,58961,60186
Worth County,Iowa,Worth County,7900,7801,7794,7719,7708,7715,7618,7623,7605,7541,7991
Trego County,Kansas,Trego County,3292,3229,3136,3087,3102,3001,2961,2942,2922,2920,3694
Pike County,Kentucky,Pike County,68490,67611,67449,66831,66063,65704,65637,65521,65314,65446,72584
Saline County,Missouri,Saline County,23742,23404,22963,22869,22947,22862,22759,22710,22595,22821,23523
Wilson County,North Carolina,Wilson County,73933,73931,74662,74837,75024,75414,75746,76622,77692,78353,66061
Hansford County,Texas,Hansford County,5345,5272,5195,5140,5111,5134,5144,5202,5345,5406,5848
Wise County,Virginia,Wise County,42159,41886,41756,41730,41697,41690,41664,41723,41723,41773,39573
Marion County,Georgia,Marion County,7180,7144,7075,7020,6989,7000,7075,7048,7011,6995,5590
Will County,Illinois,Will County,508038,531215,555566,580392,608245,631397,656075,670013,679069,685251,357313
Wright County,Iowa,Wright County,14313,14055,13819,13624,13537,13377,13187,13039,12878,12716,14269
Wabaunsee County,Kansas,Wabaunsee County,6873,6779,6705,6686,6721,6793,6688,6815,6879,6846,6603
Powell County,Kentucky,Powell County,13280,13339,13272,13274,13457,13619,13537,13634,13587,13566,11686
Schuyler County,Missouri,Schuyler County,4168,4144,4171,4158,4175,4109,4066,4086,4123,4144,4236
Yadkin County,North Carolina,Yadkin County,36513,36775,37162,37092,36988,37240,37458,37489,37701,37713,30488
Hardeman County,Texas,Hardeman County,4715,4582,4496,4458,4372,4293,4254,4126,4011,3874,5283
Wythe County,Virginia,Wythe County,27623,27553,27633,27726,27771,28113,28345,28514,28743,28868,25471
Prince of Wales-Hyder Census Area,Alaska,Prince of Wales-Hyder Census Area,6105,5902,5700,5684,5665,5588,5646,5531,5535,5560,
Meriwether County,Georgia,Meriwether County,22527,22589,22864,22740,22806,22814,22976,22788,22931,22783,22411
Williamson County,Illinois,Williamson County,61265,61736,62089,62315,63064,63493,63543,64248,64605,65169,57733
Wallace County,Kansas,Wallace County,1740,1694,1662,1605,1537,1498,1488,1432,1395,1408,1821
Pulaski County,Kentucky,Pulaski County,56336,56655,57108,57576,58284,58834,59431,59946,60623,60853,49489
Scotland County,Missouri,Scotland County,4976,4952,4869,4862,4818,4765,4790,4803,4788,4803,4822
Yancey County,North Carolina,Yancey County,17784,17869,17845,17840,17933,18039,18155,18399,18539,18548,15419
Hardin County,Texas,Hardin County,48154,48375,48863,49158,49812,50607,50844,51741,52405,53424,41320
York County,Virginia,York County,56849,57951,59143,59727,60296,61042,61252,61513,61399,61140,42434
Prin Wales-Outer Ketch C.A.,,,,,,,,,,,,,6278
Miller County,Georgia,Miller County,6369,6383,6350,6238,6137,6092,6131,6164,6214,6228,6280
Winnebago County,Illinois,Winnebago County,278989,280805,282572,285120,286929,289422,292797,297603,299489,299702,252913
Washington County,Kansas,Washington County,6472,6319,6219,6149,6045,5973,5884,5804,5762,5683,7073
Robertson County,Kentucky,Robertson County,2264,2244,2277,2286,2272,2219,2273,2205,2234,2237,2124
Scott County,Missouri,Scott County,40389,40416,40273,40398,40431,40620,40702,40825,40764,40855,39376
Harris County,Texas,Harris County,3413678,3483124,3557879,3615199,3670543,3732321,3855798,3909239,3980602,4070989,2818101
Woodford County,Illinois,Woodford County,35484,35557,35698,36021,36503,37025,37376,37972,38516,38862,32653
Wichita County,Kansas,Wichita County,2518,2499,2426,2388,2293,2289,2203,2168,2117,2109,2758
Rockcastle County,Kentucky,Rockcastle County,16636,16522,16559,16538,16541,16550,16536,16571,16637,16504,14803
Shannon County,Missouri,Shannon County,8319,8297,8257,8180,8211,8246,8250,8341,8350,8361,7613
Harrison County,Texas,Harrison County,62057,62290,62003,61836,62371,62476,63294,63299,63775,64795,57483
Mitchell County,Georgia,Mitchell County,23984,23922,23764,23665,23590,23464,23700,24086,23989,23800,20275
Wilson County,Kansas,Wilson County,10304,10216,10103,10053,9778,9758,9733,9778,9595,9474,10289
Rowan County,Kentucky,Rowan County,22070,22285,22263,22225,22022,22148,22429,22599,22696,22872,20353
Shelby County,Missouri,Shelby County,6788,6780,6713,6646,6632,6644,6487,6455,6376,6325,6942
Hartley County,Texas,Hartley County,5538,5469,5095,5398,5293,5190,5181,5202,4905,4968,3634
Monroe County,Georgia,Monroe County,21834,22022,22602,23222,23277,23607,24325,25069,25215,25425,17113
Woodson County,Kansas,Woodson County,3763,3745,3595,3552,3454,3475,3377,3290,3271,3240,4116
Russell County,Kentucky,Russell County,16328,16366,16409,16496,16740,16865,17045,17072,17278,17377,14716
Stoddard County,Missouri,Stoddard County,29693,29652,29779,29611,29688,29771,29762,29632,29387,29069,28895
Haskell County,Texas,Haskell County,6043,5925,5712,5585,5465,5425,5259,5147,5090,5002,6820
Montgomery County,Georgia,Montgomery County,8267,8511,8507,8756,8956,8868,9010,8986,8900,8930,7379
Wyandotte County,Kansas,Wyandotte County,157857,158246,157236,155790,154271,153586,152810,153317,153968,155085,162026
Scott County,Kentucky,Scott County,33407,34492,35499,36534,37810,39318,41511,43035,44663,45841,23867
Stone County,Missouri,Stone County,28740,28899,29318,29905,30308,30460,31099,31452,31495,31424,19078
Hays County,Texas,Hays County,99070,104899,111935,116379,120364,126470,133418,142000,149424,155545,65614
Morgan County,Georgia,Morgan County,15514,16002,16373,16602,16890,17279,17774,18185,18600,18761,12883
Shelby County,Kentucky,Shelby County,33548,34066,34812,35829,36882,38017,39523,40615,41376,42078,24824
Sullivan County,Missouri,Sullivan County,7224,7248,7269,7074,6968,6894,6851,6798,6831,6835,6326
Hemphill County,Texas,Hemphill County,3325,3300,3300,3268,3281,3313,3321,3307,3410,3463,3720
Murray County,Georgia,Murray County,36774,37792,38362,39252,39803,40123,40664,40729,40540,40621,26147
Simpson County,Kentucky,Simpson County,16413,16582,16595,16634,16744,16897,16997,17055,17037,17019,15145
Taney County,Missouri,Taney County,39937,40240,40925,41522,42176,43118,44364,45880,47274,48023,25561
Henderson County,Texas,Henderson County,73540,74033,75046,76703,78224,78459,78923,78813,78757,78921,58543
Muscogee County,Georgia,Muscogee County,186505,186609,185894,182788,186691,188485,191528,186613,186646,190414,179280
Spencer County,Kentucky,Spencer County,11995,12698,13415,14145,14673,15313,16100,16909,17478,17737,6801
Texas County,Missouri,Texas County,23001,24023,24173,23978,24292,24270,24535,24522,24497,24563,21476
Hidalgo County,Texas,Hidalgo County,573398,588533,607449,627164,646523,665475,683719,701862,721275,741152,383545
Newton County,Georgia,Newton County,62883,66941,71239,75699,80650,85657,90657,95739,98385,99944,41808
Taylor County,Kentucky,Taylor County,22917,22961,23373,23409,23554,23767,23980,24093,24253,24420,21146
Vernon County,Missouri,Vernon County,20414,20412,20263,20185,20211,20210,20111,20050,20099,20166,19041
Hill County,Texas,Hill County,32596,32921,33349,34058,34443,34647,35004,35223,35681,35840,27146
Oconee County,Georgia,Oconee County,26368,26675,27100,27958,28568,29303,30450,31511,32528,33320,17618
Todd County,Kentucky,Todd County,11943,12015,11946,11860,11773,11850,11950,12007,12157,12253,10940
Warren County,Missouri,Warren County,24721,25325,26076,26872,27581,28588,29558,30463,31153,31485,19534
Hockley County,Texas,Hockley County,22656,22571,22575,22676,22564,22636,22385,22224,22278,22272,24199
Sitka City and Borough,Alaska,Sitka City and Borough,8833,8725,8847,8845,8850,8929,8940,8728,8711,8747,8588
Oglethorpe County,Georgia,Oglethorpe County,12707,12884,13083,13219,13378,13424,13688,13962,14235,14328,9763
Trigg County,Kentucky,Trigg County,12633,12683,12689,12724,13017,13088,13131,13329,13315,13290,10361
Washington County,Missouri,Washington County,23410,23453,23665,23721,23866,23815,24142,24305,24488,24400,20380
Hood County,Texas,Hood County,41468,42658,43635,44760,45768,46862,48378,49376,50724,51462,28981
Paulding County,Georgia,Paulding County,83004,88590,93888,99199,104820,111084,119959,127903,133300,136655,41611
Trimble County,Kentucky,Trimble County,8175,8413,8549,8641,8847,8807,8893,8966,9026,8958,6090
Wayne County,Missouri,Wayne County,13256,13247,13076,13060,12904,12898,12701,12519,12454,12392,11543
Hopkins County,Texas,Hopkins County,32015,32178,32266,32493,32881,33103,33470,34023,34145,34581,28833
Peach County,Georgia,Peach County,23833,23966,24197,24407,24566,24460,25169,26184,27036,27247,21189
Union County,Kentucky,Union County,15601,15566,15596,15542,15610,15419,15293,15042,15047,14990,16557
Webster County,Missouri,Webster County,31260,31959,32453,32848,33613,34271,35022,35892,36439,36552,23753
Houston County,Texas,Houston County,23160,23021,22980,22914,23017,22791,22705,22668,22531,22363,21375
Pickens County,Georgia,Pickens County,23359,24487,25575,26688,27481,28141,29232,30406,31063,31264,14432
Warren County,Kentucky,Warren County,92822,93771,94777,96487,97872,100057,102668,104485,106591,108669,77720
Worth County,Missouri,Worth County,2375,2295,2269,2218,2178,2120,2074,2070,2011,2014,2440
Howard County,Texas,Howard County,33453,33029,32970,32599,32385,32034,31880,32167,32597,32940,32343
Pierce County,Georgia,Pierce County,15697,15808,15989,16239,16713,17129,17412,17851,18176,18580,13328
Washington County,Kentucky,Washington County,10915,10980,11115,11175,11198,11258,11360,11524,11424,11257,10441
Wright County,Missouri,Wright County,17949,17907,18002,17976,17903,18069,18048,18130,18255,17908,16758
Hudspeth County,Texas,Hudspeth County,3345,3356,3312,3224,3189,3218,3225,3202,3086,3115,2915
Skagway Municipality,Alaska,Skagway Municipality,868,863,854,876,909,917,909,902,905,920,
Skagway-Yakutat- Angoon C.A.,,,,,,,,,,,,,
Pike County,Georgia,Pike County,13798,14036,14610,15020,15574,15968,16602,17193,17578,17721,10224
Wayne County,Kentucky,Wayne County,19985,19961,20069,20315,20417,20435,20449,20577,20668,20748,17468
Hunt County,Texas,Hunt County,76931,78212,79774,80179,81013,81433,82085,82398,82271,82831,64343
Skagway-Hoonah-Angoon Census Area,,,,,,,,,,,,,3679
Polk County,Georgia,Polk County,38258,38783,39409,39616,39950,40300,40946,41447,42081,42298,33815
Webster County,Kentucky,Webster County,14113,13964,14002,13924,13980,14009,13879,13884,13666,13706,13955
Hutchinson County,Texas,Hutchinson County,23769,23176,23023,22603,22242,21902,21840,21716,21411,21538,25689
Pulaski County,Georgia,Pulaski County,9579,9608,9664,9660,9708,9650,9761,9803,9778,9897,8108
Whitley County,Kentucky,Whitley County,35970,36444,36669,36975,37321,37688,37860,38282,38643,38813,33326
Irion County,Texas,Irion County,1769,1699,1740,1729,1702,1701,1757,1728,1707,1741,1629
Putnam County,Georgia,Putnam County,18859,19104,19229,19272,19511,19623,19893,20264,20450,20495,14137
Wolfe County,Kentucky,Wolfe County,7095,6912,6937,6945,6945,7039,7071,7123,7066,7099,6503
Jack County,Texas,Jack County,8757,8645,8825,8798,8813,8819,8848,8690,8601,8497,6981
Quitman County,Georgia,Quitman County,2603,2629,2584,2526,2520,2599,2641,2649,2685,2659,2210
Woodford County,Kentucky,Woodford County,23267,23349,23451,23610,23775,24030,24253,24367,24772,24986,19955
Jackson County,Texas,Jackson County,14411,14215,14229,14134,14126,14144,14079,14002,14105,14274,13039
Southeast Fairbanks Census Area,Alaska,Southeast Fairbanks Census Area,6173,5696,5612,5701,5970,6470,6758,6855,6824,6892,5925
Rabun County,Georgia,Rabun County,15085,15388,15554,15818,15935,16150,16329,16564,16666,16611,11648
Jasper County,Texas,Jasper County,35589,35622,35465,35239,35024,34978,34183,34329,34294,34370,31102
Randolph County,Georgia,Randolph County,7757,7685,7583,7469,7432,7332,7345,7284,7156,7180,8023
Jeff Davis County,Texas,Jeff Davis County,2229,2221,2180,2205,2202,2198,2204,2210,2247,2258,1946
Richmond County,Georgia,Richmond County,199663,199579,199092,198345,197895,196821,197172,197322,199311,199768,189719
Jefferson County,Texas,Jefferson County,251628,249190,248274,247251,246834,246063,240392,241488,242201,243237,239389
Rockdale County,Georgia,Rockdale County,70566,71712,72987,74656,76330,77810,79605,81835,83400,84569,54091
Jim Hogg County,Texas,Jim Hogg County,5268,5156,5152,5051,5045,5035,4971,4900,4960,4997,5109
Schley County,Georgia,Schley County,3783,3793,3793,3789,3818,3942,3977,4125,4277,4325,3590
Jim Wells County,Texas,Jim Wells County,39375,39767,39939,40147,40504,40680,40683,41055,40963,41001,37679
Screven County,Georgia,Screven County,15370,15115,15327,15160,15186,15185,15024,15047,15076,15054,13842
Johnson County,Texas,Johnson County,127978,131681,134816,138175,141338,143765,146192,149540,153889,156997,97165
Seminole County,Georgia,Seminole County,9361,9287,9290,9155,9205,9083,9049,9012,9101,9094,9010
Jones County,Texas,Jones County,20723,20122,19977,19902,19713,19527,19407,19154,19066,18961,16490
Spalding County,Georgia,Spalding County,58486,59001,59868,60369,60744,61278,62232,63056,64089,64708,54457
Karnes County,Texas,Karnes County,15431,15387,15229,15184,15180,15049,15097,15050,15076,15029,12455
Stephens County,Georgia,Stephens County,25476,25564,25586,25336,25146,25074,25155,25214,25566,25700,23436
Kaufman County,Texas,Kaufman County,72091,75177,77743,81493,84564,87872,92055,96603,100399,103038,52220
Stewart County,Georgia,Stewart County,5255,5172,5097,4986,4896,4795,4676,4589,4572,4558,5654
Kendall County,Texas,Kendall County,23965,24515,25169,26206,27086,28411,29855,31229,32923,34053,14589
Valdez-Cordova Census Area,Alaska,Valdez-Cordova Census Area,10220,10093,10037,9942,9895,9813,9715,9462,9332,9324,9920
Sumter County,Georgia,Sumter County,33253,33211,33088,32997,32687,32362,32504,32560,32307,32084,30232
Kenedy County,Texas,Kenedy County,419,416,420,414,423,433,401,387,383,369,460
Talbot County,Georgia,Talbot County,6535,6586,6600,6483,6521,6585,6561,6568,6412,6355,6524
Kent County,Texas,Kent County,844,808,802,771,759,739,716,719,707,703,1010
Taliaferro County,Georgia,Taliaferro County,2079,2033,2039,1921,1901,1854,1861,1848,1826,1812,1915
Kerr County,Texas,Kerr County,43826,44206,44654,44897,45571,46169,47082,47488,47928,48381,36304
Tattnall County,Georgia,Tattnall County,22313,22159,22121,22255,22733,22820,22996,22976,23263,24493,17722
Kimble County,Texas,Kimble County,4490,4487,4498,4473,4509,4537,4492,4425,4431,4539,4122
Taylor County,Georgia,Taylor County,8818,8744,8798,8806,8803,8708,8611,8655,8707,8587,7642
King County,Texas,King County,358,314,309,312,317,295,292,292,281,286,354
Wade Hampton Census Area,Alaska,Wade Hampton Census Area,7042,7088,7162,7286,7446,7455,7464,7583,7654,7731,5789
Telfair County,Georgia,Telfair County,11797,11723,11564,12758,13194,13227,13176,13298,13235,12792,11000
Kinney County,Texas,Kinney County,3383,3385,3397,3294,3261,3279,3284,3313,3243,3274,3119
